frame,face_id,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
201,0,6.663,0.98,1,-0.162,0.308,0.010,0.172,0.065,1.13,0.04,2.21,0.33,0.00,0.92,0.00,0.00,0.00,0.32,0.97,0.86,1.36,0.85,0.00,0.34,4.18,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00
202,0,6.696,0.98,1,-0.164,0.319,0.010,0.174,0.063,1.15,0.06,2.24,0.27,0.00,1.04,0.00,0.00,0.00,0.43,0.97,0.88,1.40,0.84,0.00,0.33,4.23,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00
203,0,6.730,0.98,1,-0.162,0.313,0.012,0.171,0.065,1.22,0.08,2.27,0.26,0.00,1.08,0.00,0.00,0.00,0.45,0.97,0.84,1.42,0.76,0.00,0.34,4.27,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00
204,0,6.763,0.98,1,-0.160,0.310,0.010,0.171,0.064,1.20,0.05,2.37,0.32,0.00,1.27,0.00,0.00,0.00,0.42,0.95,0.84,1.38,0.79,0.00,0.38,4.29,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00
205,0,6.796,0.98,1,-0.164,0.309,0.005,0.171,0.063,1.19,0.10,2.41,0.39,0.00,1.18,0.00,0.00,0.00,0.45,0.95,0.86,1.38,0.82,0.00,0.36,4.33,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00
206,0,6.830,0.98,1,-0.162,0.333,0.006,0.167,0.066,1.19,0.12,2.40,0.45,0.00,1.08,0.00,0.00,0.00,0.45,0.94,0.85,1.37,0.88,0.00,0.33,4.28,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00
207,0,6.863,0.98,1,-0.163,0.325,0.012,0.170,0.064,1.31,0.22,2.47,0.41,0.00,1.26,0.00,0.00,0.00,0.35,0.96,0.80,1.47,0.87,0.00,0.23,3.94,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00
208,0,6.896,0.98,1,-0.174,0.266,0.022,0.180,0.061,1.39,0.24,2.41,0.28,0.00,1.32,0.00,0.00,0.00,0.17,0.91,0.77,1.33,0.84,0.00,0.27,3.22,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00
209,0,6.929,0.98,1,-0.168,0.188,0.025,0.179,0.060,1.48,0.25,2.32,0.19,0.00,1.31,0.00,0.00,0.00,0.04,0.90,0.78,1.36,0.82,0.00,0.24,2.31,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00
210,0,6.963,0.98,1,-0.145,0.160,0.020,0.182,0.063,1.43,0.20,2.22,0.41,0.00,0.89,0.00,0.00,0.00,0.16,0.89,0.84,1.37,0.78,0.00,0.21,1.54,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00
211,0,6.996,0.98,1,-0.168,0.161,0.013,0.179,0.066,1.35,0.12,2.20,0.70,0.00,0.53,0.00,0.00,0.00,0.21,0.89,0.83,1.56,0.80,0.00,0.10,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
212,0,7.029,0.98,1,-0.176,0.105,0.005,0.176,0.067,1.26,0.08,2.25,1.07,0.00,0.38,0.00,0.00,0.00,0.27,0.91,0.88,1.57,0.83,0.00,0.03,0.71,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
213,0,7.063,0.98,1,-0.176,0.079,0.004,0.174,0.070,1.21,0.02,2.22,1.13,0.00,0.29,0.00,0.00,0.00,0.25,0.90,0.88,1.48,0.88,0.00,0.01,0.52,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
214,0,7.096,0.98,1,-0.173,0.073,0.006,0.174,0.069,1.30,0.07,2.17,1.18,0.00,0.25,0.00,0.00,0.00,0.24,0.87,0.90,1.44,0.93,0.00,0.03,0.44,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
215,0,7.129,0.98,1,-0.177,0.104,0.007,0.175,0.067,1.36,0.12,2.12,1.20,0.00,0.23,0.00,0.00,0.00,0.22,0.86,0.88,1.49,0.91,0.00,0.03,0.36,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
216,0,7.163,0.98,1,-0.186,0.102,0.005,0.173,0.069,1.40,0.18,2.13,1.44,0.00,0.22,0.00,0.00,0.00,0.15,0.84,0.87,1.57,0.90,0.00,0.03,0.29,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
217,0,7.196,0.98,1,-0.186,0.110,0.007,0.175,0.067,1.38,0.19,2.17,1.74,0.00,0.32,0.00,0.00,0.00,0.21,0.89,0.90,1.62,0.88,0.00,0.02,0.25,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
218,0,7.229,0.98,1,-0.183,0.110,0.003,0.173,0.069,1.37,0.17,2.21,1.91,0.00,0.20,0.00,0.00,0.00,0.21,0.90,0.90,1.53,0.87,0.00,0.03,0.19,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
219,0,7.263,0.98,1,-0.183,0.110,0.006,0.175,0.066,1.42,0.16,2.19,1.87,0.00,0.10,0.00,0.00,0.00,0.20,0.93,0.92,1.42,0.88,0.00,0.03,0.20,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
220,0,7.296,0.98,1,-0.180,0.113,0.005,0.174,0.067,1.43,0.16,2.13,1.71,0.00,0.03,0.00,0.00,0.00,0.11,0.92,0.94,1.30,0.84,0.00,0.05,0.14,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
221,0,7.329,0.98,1,-0.176,0.112,0.006,0.177,0.065,1.44,0.18,2.09,1.68,0.00,0.13,0.00,0.00,0.00,0.18,0.95,1.02,1.31,0.86,0.00,0.07,0.11,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
222,0,7.363,0.98,1,-0.176,0.106,0.004,0.174,0.068,1.39,0.20,2.04,1.70,0.00,0.17,0.00,0.00,0.00,0.28,0.99,1.00,1.31,0.87,0.00,0.07,0.04,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
223,0,7.396,0.98,1,-0.173,0.117,0.009,0.174,0.066,1.40,0.19,1.97,1.80,0.00,0.15,0.00,0.00,0.00,0.34,1.00,0.97,1.34,0.92,0.00,0.03,0.03,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
224,0,7.429,0.98,1,-0.170,0.117,0.008,0.173,0.066,1.40,0.18,1.92,1.84,0.00,0.10,0.00,0.00,0.00,0.25,0.96,0.90,1.33,0.93,0.00,0.10,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
225,0,7.462,0.98,1,-0.168,0.119,0.008,0.176,0.065,1.43,0.17,1.90,1.89,0.00,0.05,0.00,0.00,0.00,0.22,0.90,0.92,1.44,0.90,0.00,0.19,0.04,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
226,0,7.496,0.98,1,-0.164,0.116,0.002,0.171,0.067,1.43,0.14,1.95,1.91,0.00,0.05,0.00,0.00,0.00,0.17,0.88,0.91,1.45,0.89,0.00,0.20,0.06,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
227,0,7.529,0.98,1,-0.165,0.117,0.008,0.175,0.064,1.44,0.08,1.93,1.87,0.00,0.10,0.00,0.00,0.00,0.25,0.89,0.91,1.49,0.91,0.00,0.15,0.07,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
228,0,7.562,0.98,1,-0.161,0.121,0.008,0.170,0.066,1.47,0.11,1.97,1.82,0.00,0.20,0.00,0.00,0.00,0.18,0.90,0.88,1.50,0.91,0.00,0.09,0.05,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
229,0,7.596,0.98,1,-0.159,0.129,0.008,0.171,0.066,1.51,0.12,2.01,1.90,0.00,0.36,0.00,0.00,0.00,0.22,0.94,0.92,1.53,0.92,0.00,0.08,0.05,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
230,0,7.629,0.98,1,-0.156,0.130,0.004,0.169,0.067,1.52,0.24,2.06,1.98,0.00,0.44,0.00,0.00,0.00,0.22,0.94,0.92,1.50,0.90,0.00,0.07,0.03,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
231,0,7.662,0.98,1,-0.155,0.136,0.005,0.170,0.066,1.53,0.31,2.13,2.03,0.00,0.52,0.00,0.00,0.00,0.28,0.93,0.93,1.38,0.93,0.00,0.07,0.04,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
232,0,7.696,0.98,1,-0.153,0.128,0.001,0.173,0.065,1.50,0.37,2.15,1.95,0.00,0.54,0.00,0.00,0.00,0.29,0.91,0.89,1.39,0.92,0.00,0.07,0.06,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
233,0,7.729,0.98,1,-0.148,0.136,0.003,0.170,0.067,1.52,0.37,2.19,1.90,0.00,0.61,0.00,0.00,0.00,0.24,0.91,0.88,1.40,0.94,0.00,0.05,0.10,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
234,0,7.762,0.98,1,-0.152,0.128,0.004,0.173,0.066,1.52,0.31,2.17,1.88,0.00,0.52,0.00,0.00,0.00,0.15,0.90,0.86,1.49,0.94,0.00,0.08,0.13,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
235,0,7.796,0.98,1,-0.146,0.132,0.004,0.169,0.067,1.56,0.32,2.12,1.81,0.00,0.44,0.00,0.00,0.00,0.08,0.92,0.87,1.54,0.97,0.00,0.08,0.11,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
236,0,7.829,0.98,1,-0.152,0.132,0.004,0.170,0.067,1.60,0.30,2.01,1.68,0.00,0.21,0.00,0.00,0.00,0.03,0.90,0.79,1.52,0.94,0.00,0.20,0.10,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
237,0,7.862,0.98,1,-0.143,0.133,0.010,0.169,0.068,1.56,0.31,1.96,1.57,0.00,0.27,0.00,0.00,0.00,0.05,0.95,0.76,1.49,0.91,0.00,0.18,0.07,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
238,0,7.896,0.98,1,-0.145,0.127,0.007,0.172,0.068,1.58,0.25,1.92,1.63,0.00,0.28,0.00,0.00,0.00,0.03,0.90,0.71,1.48,0.86,0.00,0.26,0.06,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
239,0,7.929,0.98,1,-0.140,0.134,0.010,0.168,0.068,1.52,0.19,2.01,1.66,0.00,0.42,0.00,0.00,0.00,0.09,0.92,0.77,1.51,0.88,0.00,0.13,0.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
240,0,7.962,0.98,1,-0.148,0.127,0.011,0.172,0.068,1.58,0.16,2.02,1.85,0.00,0.30,0.00,0.00,0.00,0.07,0.83,0.70,1.46,0.86,0.00,0.15,0.11,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
241,0,7.996,0.98,1,-0.145,0.125,0.008,0.167,0.069,1.54,0.18,2.00,1.92,0.00,0.31,0.00,0.00,0.00,0.06,0.78,0.69,1.43,0.85,0.00,0.18,0.13,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
242,0,8.029,0.98,1,-0.147,0.124,0.004,0.169,0.069,1.58,0.23,2.05,2.16,0.00,0.22,0.00,0.00,0.00,0.00,0.69,0.65,1.38,0.76,0.00,0.21,0.09,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
243,0,8.062,0.98,1,-0.146,0.124,0.007,0.171,0.067,1.52,0.22,2.08,2.19,0.00,0.26,0.00,0.00,0.00,0.00,0.73,0.74,1.41,0.78,0.00,0.15,0.09,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
244,0,8.095,0.98,1,-0.139,0.124,0.003,0.167,0.070,1.55,0.24,2.15,2.25,0.00,0.21,0.00,0.00,0.00,0.00,0.76,0.77,1.38,0.78,0.00,0.04,0.10,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
245,0,8.129,0.98,1,-0.139,0.114,0.004,0.172,0.067,1.49,0.17,2.07,2.09,0.00,0.18,0.00,0.00,0.00,0.00,0.79,0.75,1.43,0.80,0.00,0.06,0.10,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
246,0,8.162,0.98,1,-0.140,0.108,0.006,0.169,0.069,1.48,0.15,2.02,2.02,0.00,0.13,0.00,0.00,0.00,0.00,0.75,0.74,1.39,0.80,0.00,0.08,0.09,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
247,0,8.195,0.98,1,-0.139,0.111,0.005,0.172,0.066,1.43,0.11,1.99,1.96,0.00,0.05,0.00,0.00,0.00,0.00,0.75,0.70,1.33,0.81,0.00,0.19,0.07,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
248,0,8.229,0.98,1,-0.139,0.111,0.005,0.170,0.068,1.38,0.14,1.96,2.08,0.00,0.14,0.00,0.00,0.00,0.04,0.76,0.78,1.30,0.87,0.00,0.20,0.08,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
249,0,8.262,0.98,1,-0.142,0.112,0.003,0.173,0.066,1.37,0.22,1.95,2.08,0.00,0.12,0.00,0.00,0.00,0.04,0.79,0.77,1.37,0.91,0.00,0.24,0.08,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
250,0,8.295,0.98,1,-0.144,0.115,0.006,0.170,0.068,1.30,0.20,1.92,2.15,0.00,0.12,0.00,0.00,0.00,0.04,0.77,0.79,1.43,0.91,0.00,0.22,0.08,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
251,0,8.329,0.98,1,-0.147,0.120,0.008,0.172,0.066,1.32,0.21,1.99,2.03,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.76,1.41,0.90,0.00,0.22,0.08,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
252,0,8.362,0.98,1,-0.146,0.119,0.009,0.172,0.067,1.31,0.14,1.99,2.04,0.00,0.01,0.00,0.00,0.00,0.00,0.79,0.72,1.41,0.88,0.00,0.14,0.05,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
253,0,8.395,0.98,1,-0.141,0.123,0.006,0.171,0.067,1.37,0.17,2.08,2.00,0.00,0.02,0.00,0.00,0.00,0.00,0.78,0.71,1.43,0.89,0.00,0.08,0.06,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
254,0,8.429,0.98,1,-0.148,0.127,0.006,0.170,0.069,1.43,0.18,2.02,2.04,0.00,0.02,0.00,0.00,0.00,0.00,0.79,0.72,1.56,0.86,0.00,0.14,0.05,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
255,0,8.462,0.98,1,-0.146,0.129,0.007,0.173,0.067,1.46,0.24,2.07,2.10,0.00,0.00,0.00,0.00,0.00,0.02,0.80,0.77,1.60,0.83,0.00,0.14,0.09,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
256,0,8.495,0.98,1,-0.144,0.116,0.008,0.169,0.069,1.51,0.28,2.07,2.16,0.00,0.00,0.00,0.00,0.00,0.02,0.80,0.81,1.55,0.82,0.00,0.22,0.07,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
257,0,8.529,0.98,1,-0.147,0.125,0.010,0.170,0.068,1.48,0.26,2.10,2.10,0.00,0.00,0.00,0.00,0.00,0.02,0.78,0.82,1.51,0.87,0.00,0.14,0.08,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
258,0,8.562,0.98,1,-0.149,0.128,0.012,0.170,0.069,1.52,0.20,2.10,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.90,1.54,0.92,0.00,0.24,0.07,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
259,0,8.595,0.98,1,-0.154,0.135,0.010,0.171,0.067,1.50,0.17,2.08,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.94,1.59,0.92,0.00,0.22,0.06,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
260,0,8.628,0.98,1,-0.148,0.123,0.010,0.167,0.070,1.47,0.17,2.09,2.04,0.00,0.07,0.00,0.00,0.00,0.00,0.86,0.95,1.50,0.93,0.00,0.19,0.05,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
261,0,8.662,0.98,1,-0.150,0.123,0.011,0.168,0.069,1.45,0.21,2.03,2.04,0.00,0.09,0.00,0.00,0.00,0.00,0.84,0.91,1.31,0.93,0.00,0.15,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
262,0,8.695,0.98,1,-0.147,0.129,0.009,0.169,0.067,1.46,0.25,2.03,2.07,0.00,0.18,0.00,0.00,0.00,0.00,0.88,0.93,1.29,0.98,0.00,0.13,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
263,0,8.728,0.98,1,-0.151,0.128,0.010,0.168,0.069,1.51,0.30,2.04,2.16,0.00,0.21,0.00,0.00,0.00,0.00,0.87,0.89,1.33,1.00,0.00,0.19,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
264,0,8.762,0.98,1,-0.155,0.139,0.010,0.168,0.067,1.49,0.33,2.07,2.24,0.00,0.23,0.00,0.00,0.00,0.00,0.90,0.90,1.42,1.05,0.00,0.21,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
265,0,8.795,0.98,1,-0.141,0.125,0.005,0.168,0.069,1.50,0.34,2.09,2.40,0.00,0.28,0.00,0.00,0.00,0.01,0.85,0.92,1.45,1.02,0.00,0.31,0.01,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
266,0,8.828,0.98,1,-0.148,0.131,0.004,0.169,0.068,1.52,0.38,2.09,2.43,0.00,0.31,0.00,0.00,0.00,0.01,0.87,0.96,1.46,1.00,0.00,0.31,0.01,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
267,0,8.862,0.98,1,-0.149,0.130,0.006,0.167,0.069,1.54,0.34,2.10,2.49,0.00,0.37,0.00,0.00,0.00,0.01,0.84,0.92,1.44,0.98,0.00,0.28,0.03,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
268,0,8.895,0.98,1,-0.150,0.133,0.009,0.167,0.069,1.51,0.34,2.05,2.44,0.00,0.38,0.00,0.00,0.00,0.00,0.84,0.87,1.42,0.96,0.00,0.18,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
269,0,8.928,0.98,1,-0.146,0.122,0.003,0.169,0.069,1.51,0.28,1.97,2.46,0.00,0.34,0.00,0.00,0.00,0.00,0.79,0.78,1.44,0.96,0.00,0.18,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
270,0,8.962,0.98,1,-0.151,0.130,0.003,0.166,0.070,1.44,0.22,1.94,2.43,0.00,0.36,0.00,0.00,0.00,0.00,0.86,0.75,1.42,0.96,0.00,0.23,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
271,0,8.995,0.98,1,-0.155,0.140,0.003,0.166,0.072,1.37,0.16,1.92,2.47,0.00,0.35,0.00,0.00,0.00,0.00,0.92,0.67,1.45,0.96,0.00,0.23,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
272,0,9.028,0.98,1,-0.148,0.132,0.003,0.165,0.072,1.32,0.14,1.90,2.48,0.00,0.33,0.00,0.00,0.00,0.00,1.00,0.64,1.48,0.94,0.00,0.18,0.01,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
273,0,9.062,0.98,1,-0.154,0.135,0.005,0.166,0.072,1.35,0.18,1.88,2.43,0.00,0.25,0.00,0.00,0.00,0.00,0.97,0.60,1.58,0.93,0.00,0.09,0.01,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
274,0,9.095,0.98,1,-0.155,0.140,0.005,0.165,0.072,1.38,0.21,1.94,2.41,0.00,0.11,0.00,0.00,0.00,0.00,0.97,0.60,1.62,0.93,0.00,0.01,0.03,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
275,0,9.128,0.98,1,-0.153,0.131,0.007,0.165,0.072,1.37,0.22,1.97,2.34,0.00,0.14,0.00,0.00,0.00,0.00,0.97,0.60,1.58,0.93,0.00,0.01,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
276,0,9.162,0.98,1,-0.155,0.137,0.006,0.164,0.072,1.37,0.23,2.01,2.49,0.00,0.23,0.00,0.00,0.00,0.00,0.97,0.63,1.60,0.95,0.00,0.02,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
277,0,9.195,0.98,1,-0.165,0.140,0.004,0.164,0.073,1.37,0.17,1.93,2.43,0.00,0.22,0.00,0.00,0.00,0.00,0.99,0.71,1.56,0.95,0.00,0.05,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
278,0,9.228,0.98,1,-0.158,0.136,0.007,0.165,0.071,1.36,0.13,1.96,2.41,0.00,0.19,0.00,0.00,0.00,0.04,0.96,0.83,1.55,0.97,0.00,0.16,0.01,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
