frame,face_id,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
16,0,0.500,0.98,1,-0.135,0.140,-0.003,0.168,0.064,1.55,0.20,1.99,2.37,0.00,0.47,0.00,0.00,0.00,0.06,0.80,0.93,1.22,0.75,0.00,0.00,0.17,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
17,0,0.533,0.98,1,-0.142,0.145,-0.001,0.169,0.064,1.60,0.24,1.98,2.40,0.00,0.68,0.00,0.00,0.00,0.08,0.77,0.92,1.23,0.82,0.00,0.03,0.10,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
18,0,0.566,0.98,1,-0.137,0.145,-0.006,0.168,0.064,1.64,0.30,1.97,2.43,0.00,0.85,0.00,0.00,0.00,0.11,0.73,0.86,1.20,0.84,0.00,0.12,0.04,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
19,0,0.600,0.98,1,-0.136,0.147,-0.005,0.169,0.064,1.61,0.22,1.88,2.45,0.00,0.85,0.00,0.00,0.00,0.10,0.70,0.84,1.22,0.90,0.00,0.12,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
20,0,0.633,0.98,1,-0.154,0.155,-0.001,0.164,0.067,1.61,0.21,1.83,2.46,0.00,0.74,0.00,0.00,0.00,0.16,0.73,0.87,1.21,0.91,0.00,0.14,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
21,0,0.666,0.98,1,-0.137,0.146,-0.003,0.167,0.065,1.52,0.18,1.82,2.48,0.00,0.62,0.00,0.00,0.00,0.16,0.73,0.90,1.24,0.92,0.00,0.10,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
22,0,0.700,0.98,1,-0.140,0.143,-0.004,0.166,0.065,1.50,0.22,1.82,2.40,0.00,0.53,0.00,0.00,0.00,0.19,0.77,0.90,1.29,0.90,0.00,0.15,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
23,0,0.733,0.98,1,-0.140,0.142,-0.003,0.168,0.065,1.47,0.21,1.84,2.48,0.00,0.48,0.00,0.00,0.00,0.13,0.80,0.89,1.37,0.88,0.00,0.14,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
24,0,0.766,0.98,1,-0.138,0.142,-0.007,0.167,0.065,1.44,0.24,1.84,2.43,0.00,0.43,0.00,0.00,0.00,0.14,0.84,0.89,1.46,0.86,0.00,0.12,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
25,0,0.800,0.98,1,-0.134,0.141,-0.003,0.166,0.066,1.50,0.31,1.93,2.40,0.00,0.43,0.00,0.00,0.00,0.13,0.85,0.90,1.47,0.88,0.00,0.12,0.01,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
26,0,0.833,0.98,1,-0.141,0.141,-0.002,0.166,0.065,1.51,0.32,1.95,2.17,0.00,0.49,0.00,0.00,0.00,0.09,0.85,0.89,1.42,0.91,0.00,0.07,0.01,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
27,0,0.866,0.98,1,-0.140,0.151,-0.000,0.167,0.064,1.49,0.31,1.96,2.01,0.00,0.54,0.00,0.00,0.00,0.11,0.84,0.87,1.40,0.95,0.00,0.08,0.03,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
28,0,0.899,0.98,1,-0.140,0.151,-0.000,0.170,0.061,1.46,0.27,1.87,1.95,0.00,0.59,0.00,0.00,0.00,0.17,0.84,0.88,1.30,0.93,0.00,0.03,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
29,0,0.933,0.98,1,-0.143,0.152,0.001,0.167,0.062,1.46,0.29,1.87,1.99,0.00,0.71,0.00,0.00,0.00,0.26,0.85,0.92,1.33,0.89,0.00,0.10,0.03,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
30,0,0.966,0.98,1,-0.145,0.150,0.002,0.168,0.062,1.51,0.29,1.91,2.03,0.00,0.66,0.00,0.00,0.00,0.22,0.86,0.98,1.33,0.90,0.00,0.07,0.04,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
31,0,0.999,0.98,1,-0.150,0.151,0.003,0.170,0.062,1.48,0.22,1.90,2.01,0.00,0.69,0.00,0.00,0.00,0.21,0.87,1.02,1.41,0.90,0.00,0.07,0.06,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
32,0,1.033,0.98,1,-0.149,0.152,0.001,0.168,0.062,1.45,0.15,1.87,2.05,0.00,0.61,0.00,0.00,0.00,0.20,0.89,1.10,1.43,0.95,0.00,0.06,0.08,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
33,0,1.066,0.98,1,-0.148,0.150,0.001,0.168,0.063,1.43,0.13,1.87,2.12,0.00,0.71,0.00,0.00,0.00,0.25,0.91,1.13,1.45,0.94,0.00,0.06,0.09,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
34,0,1.099,0.98,1,-0.145,0.148,0.001,0.168,0.062,1.43,0.21,1.90,2.17,0.00,0.68,0.00,0.00,0.00,0.28,0.89,1.15,1.42,0.94,0.00,0.11,0.14,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
35,0,1.133,0.98,1,-0.144,0.148,0.000,0.168,0.063,1.50,0.26,2.00,2.14,0.00,0.72,0.00,0.00,0.00,0.29,0.86,1.12,1.33,0.94,0.00,0.06,0.17,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
36,0,1.166,0.98,1,-0.143,0.148,0.001,0.169,0.062,1.60,0.26,2.00,1.97,0.00,0.75,0.00,0.00,0.00,0.27,0.82,1.14,1.29,0.94,0.00,0.09,0.18,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
37,0,1.199,0.98,1,-0.143,0.149,-0.000,0.169,0.063,1.67,0.23,2.00,1.95,0.00,0.90,0.00,0.00,0.00,0.21,0.83,1.17,1.30,0.96,0.00,0.06,0.18,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
38,0,1.233,0.98,1,-0.143,0.147,-0.002,0.167,0.064,1.60,0.21,1.89,1.78,0.00,0.96,0.00,0.00,0.00,0.21,0.82,1.15,1.36,0.96,0.00,0.07,0.17,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
39,0,1.266,0.98,1,-0.144,0.149,-0.001,0.169,0.062,1.57,0.18,1.86,1.87,0.00,0.97,0.00,0.00,0.00,0.19,0.87,1.13,1.37,0.98,0.00,0.10,0.18,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
40,0,1.299,0.98,1,-0.147,0.148,-0.005,0.167,0.065,1.53,0.16,1.82,1.85,0.00,0.89,0.00,0.00,0.00,0.21,0.87,1.07,1.42,0.96,0.00,0.09,0.17,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
41,0,1.333,0.98,1,-0.143,0.153,-0.002,0.169,0.062,1.57,0.13,1.77,1.99,0.00,0.76,0.00,0.00,0.00,0.17,0.87,1.06,1.38,0.94,0.00,0.15,0.16,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
42,0,1.366,0.98,1,-0.145,0.156,-0.001,0.169,0.063,1.54,0.09,1.78,2.01,0.00,0.72,0.00,0.00,0.00,0.20,0.85,1.03,1.33,0.90,0.00,0.11,0.16,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
43,0,1.399,0.98,1,-0.143,0.155,-0.001,0.166,0.065,1.54,0.06,1.83,2.02,0.00,0.71,0.00,0.00,0.00,0.22,0.87,1.05,1.22,0.91,0.00,0.13,0.20,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
44,0,1.433,0.98,1,-0.145,0.152,0.000,0.169,0.064,1.53,0.04,1.90,2.01,0.00,0.76,0.00,0.00,0.00,0.25,0.86,1.04,1.20,0.94,0.00,0.13,0.23,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
45,0,1.466,0.98,1,-0.146,0.152,0.001,0.168,0.064,1.54,0.09,1.90,1.95,0.00,0.74,0.00,0.00,0.00,0.22,0.91,1.10,1.21,1.02,0.00,0.11,0.25,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
46,0,1.499,0.98,1,-0.149,0.152,-0.000,0.170,0.063,1.52,0.07,1.89,1.87,0.00,0.60,0.00,0.00,0.00,0.19,0.87,0.99,1.17,1.06,0.00,0.10,0.21,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
47,0,1.532,0.98,1,-0.152,0.148,0.001,0.167,0.064,1.53,0.07,1.86,1.81,0.00,0.57,0.00,0.00,0.00,0.22,0.87,0.97,1.16,1.06,0.00,0.03,0.21,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
48,0,1.566,0.98,1,-0.150,0.149,-0.001,0.170,0.062,1.48,0.04,1.84,1.83,0.00,0.55,0.00,0.00,0.00,0.22,0.84,0.86,1.11,1.00,0.00,0.02,0.18,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
49,0,1.599,0.98,1,-0.149,0.151,0.000,0.169,0.062,1.54,0.12,1.86,1.85,0.00,0.51,0.00,0.00,0.00,0.21,0.84,0.93,1.10,0.96,0.00,0.05,0.21,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
50,0,1.632,0.98,1,-0.153,0.153,0.000,0.170,0.062,1.51,0.14,1.90,1.85,0.00,0.51,0.00,0.00,0.00,0.20,0.86,0.95,1.07,0.94,0.00,0.09,0.19,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
51,0,1.666,0.98,1,-0.153,0.149,-0.002,0.170,0.063,1.54,0.15,1.92,1.79,0.00,0.45,0.00,0.00,0.00,0.22,0.81,1.00,1.13,0.93,0.00,0.16,0.18,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
52,0,1.699,0.98,1,-0.151,0.152,0.000,0.169,0.064,1.46,0.11,1.93,1.81,0.00,0.64,0.00,0.00,0.00,0.22,0.80,0.98,1.23,0.90,0.00,0.13,0.16,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
53,0,1.732,0.98,1,-0.151,0.149,-0.004,0.170,0.063,1.42,0.13,1.95,1.68,0.00,0.64,0.00,0.00,0.00,0.26,0.81,0.99,1.31,0.93,0.00,0.19,0.17,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
54,0,1.766,0.98,1,-0.150,0.150,0.001,0.168,0.064,1.40,0.12,1.92,1.70,0.00,0.63,0.00,0.00,0.00,0.29,0.81,0.90,1.35,0.90,0.00,0.18,0.20,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
55,0,1.799,0.98,1,-0.144,0.142,-0.008,0.168,0.065,1.47,0.13,1.97,1.68,0.00,0.55,0.00,0.00,0.00,0.34,0.86,0.90,1.38,0.94,0.00,0.22,0.28,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
56,0,1.832,0.98,1,-0.152,0.149,-0.005,0.170,0.065,1.60,0.13,2.00,1.90,0.00,0.55,0.00,0.00,0.00,0.28,0.80,0.84,1.40,0.92,0.00,0.17,0.33,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
57,0,1.866,0.98,1,-0.139,0.152,-0.005,0.169,0.063,1.69,0.18,2.05,1.90,0.00,0.57,0.00,0.00,0.00,0.28,0.82,0.90,1.40,0.97,0.00,0.10,0.32,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
58,0,1.899,0.98,1,-0.138,0.150,-0.003,0.168,0.064,1.68,0.20,2.00,2.03,0.00,0.57,0.00,0.00,0.00,0.17,0.78,0.89,1.37,0.93,0.00,0.10,0.24,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
59,0,1.932,0.98,1,-0.143,0.156,-0.010,0.170,0.063,1.58,0.17,2.00,1.99,0.00,0.62,0.00,0.00,0.00,0.22,0.83,0.92,1.40,0.89,0.00,0.05,0.18,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
60,0,1.966,0.98,1,-0.143,0.138,-0.007,0.170,0.064,1.53,0.22,2.01,2.02,0.00,0.76,0.00,0.00,0.00,0.21,0.85,0.91,1.38,0.86,0.00,0.19,0.14,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
61,0,1.999,0.98,1,-0.134,0.134,-0.009,0.167,0.066,1.52,0.25,2.05,1.97,0.00,0.91,0.00,0.00,0.00,0.27,0.90,0.94,1.34,0.82,0.00,0.31,0.13,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
62,0,2.032,0.98,1,-0.134,0.134,-0.010,0.166,0.066,1.57,0.33,2.04,1.96,0.00,0.92,0.00,0.00,0.00,0.25,0.90,0.96,1.25,0.84,0.00,0.47,0.11,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
63,0,2.066,0.98,1,-0.133,0.136,-0.010,0.165,0.067,1.58,0.32,2.07,1.95,0.00,0.93,0.00,0.00,0.00,0.27,0.86,0.92,1.23,0.79,0.00,0.46,0.14,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
64,0,2.099,0.98,1,-0.137,0.141,-0.008,0.165,0.066,1.60,0.26,2.09,1.91,0.00,0.84,0.00,0.00,0.00,0.24,0.84,0.87,1.25,0.82,0.00,0.39,0.17,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
65,0,2.132,0.98,1,-0.137,0.135,-0.009,0.165,0.067,1.56,0.17,2.11,1.97,0.00,0.90,0.00,0.00,0.00,0.20,0.83,0.82,1.33,0.82,0.00,0.25,0.20,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
66,0,2.165,0.98,1,-0.138,0.146,-0.009,0.165,0.067,1.49,0.08,2.06,2.02,0.00,0.83,0.00,0.00,0.00,0.18,0.86,0.86,1.38,0.87,0.00,0.16,0.22,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
67,0,2.199,0.98,1,-0.142,0.151,-0.008,0.166,0.067,1.48,0.12,2.12,2.12,0.00,0.83,0.00,0.00,0.00,0.24,0.84,0.89,1.32,0.86,0.00,0.13,0.23,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
68,0,2.232,0.98,1,-0.128,0.143,-0.011,0.166,0.065,1.53,0.18,2.16,2.08,0.00,0.70,0.00,0.00,0.00,0.31,0.81,0.92,1.24,0.85,0.00,0.10,0.22,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
69,0,2.265,0.98,1,-0.139,0.143,-0.015,0.166,0.066,1.54,0.22,2.21,2.11,0.00,0.72,0.00,0.00,0.00,0.30,0.79,0.91,1.18,0.85,0.00,0.08,0.17,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
70,0,2.299,0.98,1,-0.130,0.141,-0.011,0.164,0.068,1.53,0.23,2.16,2.06,0.00,0.71,0.00,0.00,0.00,0.31,0.78,0.88,1.19,0.85,0.00,0.10,0.15,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
71,0,2.332,0.98,1,-0.135,0.142,-0.009,0.166,0.067,1.49,0.22,2.12,2.06,0.00,0.69,0.00,0.00,0.00,0.29,0.77,0.85,1.19,0.84,0.00,0.27,0.14,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
72,0,2.365,0.98,1,-0.132,0.144,-0.007,0.168,0.065,1.55,0.29,2.16,2.10,0.00,0.70,0.00,0.00,0.00,0.33,0.75,0.86,1.15,0.85,0.00,0.33,0.15,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
73,0,2.399,0.98,1,-0.142,0.141,-0.010,0.167,0.066,1.57,0.30,2.19,2.13,0.00,0.77,0.00,0.00,0.00,0.35,0.70,0.89,1.18,0.83,0.00,0.30,0.11,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
74,0,2.432,0.98,1,-0.141,0.138,-0.010,0.165,0.068,1.66,0.35,2.23,2.05,0.00,0.89,0.00,0.00,0.00,0.33,0.73,0.92,1.26,0.83,0.00,0.17,0.09,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
75,0,2.465,0.98,1,-0.145,0.134,-0.011,0.167,0.066,1.66,0.32,2.18,2.06,0.00,0.79,0.00,0.00,0.00,0.33,0.74,0.92,1.34,0.79,0.00,0.17,0.11,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
76,0,2.499,0.98,1,-0.143,0.134,-0.013,0.166,0.067,1.67,0.31,2.13,2.04,0.00,0.60,0.00,0.00,0.00,0.33,0.81,0.91,1.32,0.80,0.00,0.25,0.12,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
