frame,face_id,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
155,0,5.132,0.98,1,-0.143,0.341,0.031,0.133,0.023,1.54,0.00,1.94,0.80,0.00,1.02,0.19,0.11,0.00,0.00,1.19,0.00,2.45,0.00,0.02,0.00,2.32,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
156,0,5.166,0.98,1,-0.112,0.203,0.037,0.132,0.020,1.35,0.00,1.89,0.95,0.00,0.57,0.13,0.05,0.00,0.00,1.14,0.02,2.53,0.00,0.02,0.00,1.54,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
157,0,5.199,0.98,1,-0.142,0.133,0.033,0.129,0.022,1.30,0.00,1.98,1.11,0.00,0.33,0.08,0.04,0.00,0.00,1.07,0.05,2.50,0.00,0.00,0.00,0.50,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
158,0,5.232,0.98,1,-0.147,0.069,0.030,0.127,0.023,1.25,0.00,1.94,1.43,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.07,2.53,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
159,0,5.266,0.98,1,-0.149,0.079,0.030,0.127,0.023,1.30,0.00,1.95,1.91,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.07,2.50,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
160,0,5.299,0.98,1,-0.156,0.065,0.026,0.127,0.023,1.31,0.00,1.86,2.36,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.08,2.50,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
161,0,5.332,0.98,1,-0.161,0.060,0.027,0.128,0.023,1.40,0.00,1.74,2.97,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.06,2.49,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
162,0,5.366,0.98,1,-0.215,0.138,0.030,0.123,0.022,1.52,0.00,1.66,3.37,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.06,2.53,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
163,0,5.399,0.98,1,-0.223,0.135,0.030,0.125,0.021,1.61,0.00,1.67,3.74,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.05,2.54,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
164,0,5.432,0.98,1,-0.228,0.139,0.030,0.125,0.022,1.61,0.00,1.69,3.72,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.06,2.52,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
165,0,5.466,0.98,1,-0.237,0.148,0.031,0.127,0.022,1.66,0.05,1.75,3.74,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.10,2.48,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
166,0,5.499,0.98,1,-0.241,0.147,0.032,0.128,0.022,1.70,0.07,1.78,3.71,0.00,0.05,0.00,0.00,0.00,0.00,1.07,0.13,2.45,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
167,0,5.532,0.98,1,-0.243,0.149,0.032,0.128,0.022,1.73,0.09,1.78,3.69,0.00,0.05,0.00,0.00,0.00,0.00,1.08,0.18,2.50,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
168,0,5.566,0.98,1,-0.239,0.152,0.032,0.128,0.023,1.69,0.09,1.77,3.66,0.00,0.05,0.00,0.00,0.00,0.00,1.07,0.17,2.47,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
169,0,5.599,0.98,1,-0.242,0.154,0.033,0.129,0.022,1.68,0.07,1.77,3.62,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.18,2.48,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
170,0,5.632,0.98,1,-0.241,0.158,0.035,0.128,0.022,1.64,0.06,1.80,3.61,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.17,2.42,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
171,0,5.665,0.98,1,-0.241,0.158,0.035,0.128,0.022,1.60,0.01,1.83,3.54,0.00,0.01,0.00,0.00,0.00,0.00,1.03,0.15,2.38,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
172,0,5.699,0.98,1,-0.243,0.157,0.036,0.127,0.022,1.59,0.04,1.84,3.54,0.00,0.06,0.00,0.00,0.00,0.00,1.03,0.12,2.32,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
173,0,5.732,0.98,1,-0.247,0.161,0.036,0.127,0.022,1.56,0.08,1.85,3.48,0.00,0.21,0.00,0.00,0.00,0.00,1.04,0.15,2.21,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
174,0,5.765,0.98,1,-0.252,0.165,0.036,0.127,0.022,1.53,0.08,1.80,3.54,0.00,0.24,0.00,0.00,0.00,0.00,1.03,0.16,2.27,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
175,0,5.799,0.98,1,-0.248,0.163,0.034,0.127,0.022,1.45,0.04,1.79,3.60,0.00,0.27,0.00,0.00,0.00,0.00,1.01,0.21,2.27,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
176,0,5.832,0.98,1,-0.247,0.160,0.034,0.127,0.022,1.41,0.00,1.73,3.68,0.00,0.12,0.00,0.00,0.00,0.00,1.03,0.20,2.38,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
177,0,5.865,0.98,1,-0.249,0.163,0.035,0.127,0.022,1.36,0.00,1.73,3.69,0.00,0.08,0.00,0.00,0.00,0.00,1.05,0.22,2.35,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
178,0,5.899,0.98,1,-0.251,0.165,0.035,0.127,0.022,1.34,0.00,1.73,3.61,0.00,0.00,0.00,0.00,0.00,0.00,1.08,0.22,2.37,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
179,0,5.932,0.98,1,-0.251,0.162,0.036,0.128,0.021,1.28,0.00,1.75,3.56,0.00,0.01,0.00,0.00,0.00,0.00,1.07,0.23,2.35,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
180,0,5.965,0.98,1,-0.252,0.162,0.035,0.128,0.021,1.31,0.00,1.76,3.63,0.00,0.01,0.00,0.00,0.00,0.00,1.07,0.17,2.37,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
181,0,5.999,0.98,1,-0.248,0.158,0.032,0.129,0.020,1.35,0.00,1.73,3.63,0.00,0.07,0.00,0.00,0.00,0.00,1.06,0.11,2.36,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
182,0,6.032,0.98,1,-0.248,0.155,0.032,0.129,0.020,1.46,0.00,1.78,3.65,0.00,0.07,0.00,0.00,0.00,0.00,1.08,0.06,2.37,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
183,0,6.065,0.98,1,-0.249,0.153,0.032,0.129,0.020,1.53,0.00,1.80,3.52,0.00,0.07,0.00,0.00,0.00,0.00,1.10,0.08,2.30,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
184,0,6.099,0.98,1,-0.248,0.150,0.032,0.129,0.020,1.57,0.00,1.81,3.46,0.00,0.00,0.00,0.00,0.00,0.00,1.14,0.08,2.21,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
