frame,face_id,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
67,0,2.201,0.98,1,-0.078,0.246,0.050,0.146,0.020,0.00,0.00,1.67,0.09,1.56,1.02,0.00,1.29,2.31,1.26,0.00,0.77,0.91,0.86,0.00,0.00,0.52,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
68,0,2.234,0.98,1,-0.077,0.246,0.052,0.147,0.021,0.03,0.00,1.68,0.10,1.61,1.00,0.00,1.29,2.37,1.21,0.00,0.77,0.97,0.88,0.00,0.00,0.56,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
69,0,2.268,0.98,1,-0.077,0.246,0.054,0.148,0.021,0.11,0.00,1.60,0.10,1.65,1.04,0.00,1.35,2.40,1.19,0.00,0.77,0.98,0.89,0.00,0.00,0.59,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
70,0,2.301,0.98,1,-0.074,0.249,0.056,0.148,0.021,0.13,0.00,1.50,0.04,1.68,1.08,0.00,1.41,2.44,1.13,0.00,0.78,0.92,0.94,0.00,0.00,0.58,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
71,0,2.334,0.98,1,-0.073,0.246,0.054,0.147,0.021,0.13,0.00,1.45,0.03,1.72,1.07,0.00,1.44,2.46,1.15,0.00,0.82,0.92,0.97,0.00,0.00,0.56,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
72,0,2.368,0.98,1,-0.074,0.248,0.054,0.148,0.020,0.10,0.00,1.40,0.03,1.76,1.08,0.00,1.50,2.48,1.08,0.00,0.84,0.88,0.96,0.00,0.00,0.55,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
73,0,2.401,0.98,1,-0.071,0.251,0.057,0.147,0.020,0.09,0.00,1.42,0.00,1.77,1.03,0.00,1.56,2.51,1.13,0.00,0.84,0.79,0.93,0.00,0.00,0.56,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
74,0,2.434,0.98,1,-0.069,0.252,0.054,0.147,0.019,0.09,0.00,1.35,0.00,1.80,1.07,0.00,1.64,2.57,1.15,0.00,0.86,0.65,0.94,0.00,0.00,0.59,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
75,0,2.468,0.98,1,-0.068,0.255,0.057,0.146,0.020,0.07,0.00,1.35,0.04,1.82,0.97,0.00,1.63,2.62,1.24,0.00,0.84,0.57,0.97,0.00,0.00,0.61,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
76,0,2.501,0.98,1,-0.064,0.260,0.058,0.146,0.018,0.07,0.00,1.39,0.04,1.88,0.97,0.00,1.63,2.63,1.22,0.00,0.89,0.52,0.98,0.00,0.00,0.61,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
77,0,2.534,0.98,1,-0.064,0.258,0.062,0.147,0.018,0.03,0.00,1.46,0.04,1.93,0.88,0.00,1.61,2.59,1.24,0.00,0.86,0.54,1.00,0.00,0.00,0.61,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
78,0,2.568,0.98,1,-0.064,0.257,0.063,0.147,0.019,0.01,0.00,1.45,0.00,1.99,0.92,0.00,1.61,2.57,1.25,0.00,0.81,0.56,0.96,0.00,0.00,0.59,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
79,0,2.601,0.98,1,-0.064,0.260,0.066,0.148,0.018,0.01,0.00,1.42,0.00,2.01,0.89,0.00,1.57,2.55,1.33,0.00,0.73,0.54,0.91,0.00,0.00,0.57,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
80,0,2.634,0.98,1,-0.064,0.259,0.066,0.149,0.017,0.09,0.00,1.36,0.00,1.98,0.85,0.00,1.51,2.49,1.27,0.00,0.78,0.53,0.83,0.00,0.00,0.52,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
81,0,2.668,0.98,1,-0.063,0.256,0.060,0.149,0.015,0.25,0.00,1.45,0.06,1.64,0.75,0.00,1.41,2.08,1.37,0.12,0.94,0.57,0.77,0.00,0.00,0.50,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00
82,0,2.701,0.98,1,-0.068,0.235,0.040,0.147,0.017,0.44,0.00,1.65,0.22,1.04,0.69,0.00,1.21,1.37,1.34,0.37,1.06,0.59,0.71,0.00,0.00,0.48,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00
83,0,2.735,0.98,1,-0.083,0.208,0.023,0.157,0.011,0.70,0.13,1.99,0.52,0.42,0.63,0.00,0.84,0.58,1.46,0.60,1.08,0.53,0.72,0.00,0.00,0.50,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
84,0,2.768,0.98,1,-0.081,0.199,0.001,0.165,0.002,0.87,0.24,2.28,0.70,0.08,0.58,0.00,0.41,0.14,1.28,0.77,1.09,0.40,0.71,0.00,0.00,0.53,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
85,0,2.801,0.98,1,-0.085,0.192,-0.012,0.175,-0.003,1.03,0.40,2.46,0.74,0.00,0.39,0.00,0.11,0.00,1.22,0.81,1.14,0.32,0.76,0.00,0.03,0.57,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
86,0,2.835,0.98,1,-0.074,0.179,-0.017,0.177,-0.005,1.05,0.43,2.46,0.75,0.00,0.40,0.00,0.07,0.00,1.01,0.86,1.19,0.32,0.75,0.00,0.03,0.50,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
87,0,2.868,0.98,1,-0.070,0.191,0.005,0.150,0.013,1.09,0.52,2.35,0.71,0.00,0.31,0.00,0.07,0.00,0.93,0.83,1.15,0.40,0.82,0.00,0.03,0.48,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
88,0,2.901,0.98,1,-0.080,0.185,-0.003,0.165,0.006,1.03,0.55,2.36,0.57,0.00,0.33,0.00,0.07,0.00,0.91,0.83,1.14,0.53,0.84,0.00,0.01,0.48,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
89,0,2.935,0.98,1,-0.081,0.180,-0.013,0.175,-0.001,1.01,0.56,2.34,0.66,0.00,0.18,0.00,0.05,0.00,0.88,0.81,1.14,0.54,0.87,0.00,0.01,0.50,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
90,0,2.968,0.98,1,-0.073,0.194,0.004,0.149,0.015,1.02,0.58,2.40,0.63,0.00,0.17,0.00,0.05,0.00,0.95,0.84,1.18,0.54,0.92,0.00,0.07,0.52,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
91,0,3.001,0.98,1,-0.073,0.180,-0.009,0.165,0.006,1.10,0.59,2.40,0.77,0.00,0.16,0.00,0.05,0.00,0.94,0.82,1.16,0.59,0.92,0.00,0.15,0.57,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
92,0,3.035,0.98,1,-0.078,0.174,-0.018,0.176,-0.001,1.12,0.62,2.46,0.77,0.00,0.19,0.00,0.06,0.00,0.98,0.82,1.19,0.60,0.95,0.00,0.15,0.56,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
93,0,3.068,0.98,1,-0.076,0.189,0.000,0.151,0.014,1.08,0.63,2.51,0.74,0.00,0.14,0.00,0.06,0.00,0.95,0.78,1.17,0.63,0.94,0.00,0.10,0.54,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
94,0,3.101,0.98,1,-0.080,0.175,-0.011,0.166,0.007,1.06,0.65,2.52,0.74,0.00,0.09,0.00,0.06,0.00,0.98,0.77,1.19,0.52,0.97,0.00,0.17,0.53,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
95,0,3.135,0.98,1,-0.087,0.167,-0.022,0.178,-0.001,1.04,0.67,2.51,0.83,0.00,0.02,0.00,0.00,0.00,0.96,0.77,1.18,0.52,0.93,0.00,0.19,0.55,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
96,0,3.168,0.98,1,-0.078,0.184,-0.004,0.152,0.014,1.05,0.64,2.48,0.89,0.00,0.00,0.00,0.00,0.00,0.98,0.78,1.20,0.47,0.92,0.00,0.24,0.54,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
97,0,3.201,0.98,1,-0.084,0.170,-0.011,0.165,0.006,1.09,0.65,2.39,0.86,0.00,0.00,0.00,0.00,0.00,0.99,0.75,1.14,0.57,0.92,0.00,0.15,0.53,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
98,0,3.235,0.98,1,-0.092,0.167,-0.018,0.177,-0.001,1.05,0.62,2.33,0.73,0.00,0.00,0.00,0.00,0.00,1.00,0.71,1.10,0.62,0.94,0.00,0.21,0.49,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
99,0,3.268,0.98,1,-0.079,0.172,-0.004,0.152,0.014,1.00,0.62,2.32,0.69,0.00,0.00,0.00,0.00,0.00,1.07,0.70,1.10,0.71,0.96,0.00,0.21,0.48,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
100,0,3.301,0.98,1,-0.087,0.164,-0.012,0.165,0.006,0.96,0.58,2.42,0.64,0.00,0.06,0.00,0.00,0.00,1.02,0.68,1.13,0.67,0.96,0.00,0.18,0.48,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
101,0,3.335,0.98,1,-0.093,0.159,-0.021,0.178,-0.001,0.97,0.60,2.51,0.68,0.00,0.06,0.00,0.03,0.00,0.99,0.65,1.15,0.68,1.00,0.00,0.17,0.50,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
102,0,3.368,0.98,1,-0.081,0.175,-0.008,0.153,0.015,0.95,0.61,2.52,0.77,0.00,0.06,0.00,0.03,0.00,0.89,0.65,1.20,0.66,1.01,0.00,0.15,0.50,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
103,0,3.401,0.98,1,-0.084,0.170,-0.017,0.165,0.008,0.92,0.57,2.44,0.78,0.00,0.00,0.00,0.03,0.00,0.89,0.64,1.20,0.59,1.00,0.00,0.17,0.49,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
104,0,3.435,0.98,1,-0.085,0.171,-0.021,0.177,-0.001,0.90,0.57,2.45,0.70,0.00,0.00,0.00,0.00,0.00,0.94,0.66,1.20,0.55,1.01,0.00,0.17,0.48,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
105,0,3.468,0.98,1,-0.075,0.182,-0.009,0.154,0.016,0.96,0.56,2.42,0.78,0.00,0.00,0.00,0.00,0.00,1.02,0.61,1.15,0.51,0.98,0.00,0.12,0.47,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
106,0,3.502,0.98,1,-0.083,0.172,-0.021,0.169,0.008,0.95,0.66,2.50,0.78,0.00,0.00,0.00,0.00,0.00,1.09,0.60,1.14,0.53,0.96,0.00,0.24,0.44,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
107,0,3.535,0.98,1,-0.081,0.168,-0.022,0.174,0.003,0.99,0.55,2.48,0.69,0.00,0.00,0.00,0.09,0.09,1.22,0.44,1.02,0.45,0.82,0.00,0.21,0.46,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
108,0,3.568,0.98,1,-0.076,0.184,-0.007,0.169,-0.005,0.93,0.33,2.43,0.40,0.18,0.03,0.00,0.24,0.48,1.29,0.25,0.84,0.42,0.80,0.00,0.21,0.48,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
109,0,3.602,0.98,1,-0.077,0.215,0.003,0.164,-0.010,0.65,0.11,2.15,0.30,0.55,0.34,0.00,0.49,1.00,1.30,0.05,0.74,0.40,0.74,0.00,0.05,0.43,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
110,0,3.635,0.98,1,-0.073,0.228,0.008,0.165,-0.001,0.31,0.00,1.88,0.18,1.08,0.74,0.00,0.88,1.57,1.28,0.00,0.80,0.46,0.75,0.00,0.00,0.41,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00
111,0,3.668,0.98,1,-0.067,0.216,0.013,0.153,0.013,0.04,0.00,1.60,0.23,1.42,1.08,0.00,1.14,1.87,1.20,0.00,0.87,0.62,0.64,0.00,0.00,0.35,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00
112,0,3.702,0.98,1,-0.070,0.222,0.024,0.146,0.021,0.01,0.00,1.47,0.24,1.58,1.27,0.00,1.33,2.04,1.17,0.00,0.87,0.77,0.55,0.00,0.00,0.35,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00
113,0,3.735,0.98,1,-0.065,0.224,0.030,0.144,0.022,0.00,0.00,1.32,0.17,1.59,1.38,0.00,1.30,2.08,1.12,0.00,0.81,0.91,0.49,0.00,0.00,0.34,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00
114,0,3.768,0.98,1,-0.058,0.221,0.033,0.145,0.022,0.00,0.00,1.33,0.18,1.65,1.35,0.00,1.32,2.10,1.05,0.00,0.81,0.87,0.53,0.00,0.00,0.35,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00
115,0,3.802,0.98,1,-0.045,0.210,0.038,0.143,0.022,0.00,0.00,1.31,0.12,1.72,1.33,0.00,1.36,2.14,1.01,0.00,0.82,0.79,0.61,0.00,0.00,0.36,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00
116,0,3.835,0.98,1,-0.044,0.209,0.040,0.144,0.023,0.00,0.00,1.36,0.11,1.78,1.20,0.00,1.39,2.13,0.97,0.00,0.81,0.73,0.69,0.00,0.00,0.36,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00
117,0,3.868,0.98,1,-0.044,0.215,0.043,0.143,0.022,0.00,0.00,1.39,0.03,1.80,1.18,0.00,1.36,2.13,1.03,0.00,0.78,0.73,0.74,0.00,0.00,0.36,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
118,0,3.902,0.98,1,-0.040,0.218,0.043,0.143,0.022,0.00,0.00,1.48,0.03,1.85,1.06,0.00,1.32,2.13,1.05,0.00,0.79,0.73,0.78,0.00,0.00,0.36,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
119,0,3.935,0.98,1,-0.037,0.217,0.042,0.142,0.022,0.00,0.00,1.47,0.00,1.89,1.02,0.00,1.29,2.17,1.06,0.00,0.77,0.73,0.79,0.00,0.00,0.38,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
120,0,3.968,0.98,1,-0.038,0.220,0.043,0.142,0.021,0.00,0.00,1.52,0.00,1.95,1.03,0.00,1.34,2.21,0.99,0.00,0.78,0.62,0.78,0.00,0.00,0.40,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
121,0,4.002,0.98,1,-0.037,0.218,0.041,0.143,0.021,0.00,0.00,1.50,0.03,1.95,1.08,0.00,1.35,2.22,0.93,0.00,0.73,0.59,0.75,0.00,0.00,0.42,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
122,0,4.035,0.98,1,-0.038,0.224,0.044,0.144,0.021,0.00,0.00,1.56,0.05,1.98,1.15,0.00,1.35,2.20,0.90,0.00,0.67,0.56,0.74,0.00,0.00,0.46,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
123,0,4.068,0.98,1,-0.040,0.223,0.044,0.145,0.020,0.00,0.00,1.54,0.06,2.03,1.29,0.00,1.36,2.19,0.89,0.00,0.66,0.59,0.76,0.00,0.00,0.48,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
124,0,4.102,0.98,1,-0.040,0.222,0.043,0.145,0.020,0.02,0.00,1.49,0.03,2.08,1.33,0.00,1.41,2.20,0.89,0.00,0.70,0.55,0.81,0.00,0.00,0.52,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
125,0,4.135,0.98,1,-0.040,0.223,0.041,0.145,0.019,0.06,0.00,1.42,0.01,2.10,1.34,0.00,1.48,2.22,0.88,0.00,0.75,0.48,0.88,0.00,0.00,0.55,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
126,0,4.168,0.98,1,-0.041,0.230,0.042,0.144,0.021,0.10,0.00,1.41,0.00,2.08,1.22,0.00,1.53,2.22,0.84,0.01,0.75,0.34,0.93,0.00,0.00,0.58,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
127,0,4.202,0.98,1,-0.043,0.229,0.042,0.145,0.020,0.13,0.00,1.44,0.00,2.05,1.12,0.00,1.52,2.19,0.86,0.01,0.73,0.30,0.92,0.00,0.00,0.57,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
128,0,4.235,0.98,1,-0.043,0.226,0.042,0.142,0.022,0.09,0.00,1.45,0.00,2.06,1.03,0.00,1.45,2.18,0.81,0.01,0.73,0.24,0.94,0.00,0.00,0.57,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
129,0,4.269,0.98,1,-0.049,0.229,0.044,0.144,0.020,0.07,0.00,1.44,0.00,2.07,0.96,0.00,1.46,2.18,0.86,0.01,0.78,0.29,0.94,0.00,0.00,0.57,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
130,0,4.302,0.98,1,-0.055,0.233,0.044,0.142,0.021,0.08,0.00,1.38,0.01,2.11,1.05,0.00,1.47,2.19,0.81,0.01,0.82,0.33,0.99,0.00,0.00,0.59,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
131,0,4.335,0.98,1,-0.073,0.247,0.050,0.142,0.020,0.14,0.00,1.34,0.02,2.10,1.11,0.00,1.56,2.20,0.86,0.01,0.91,0.43,1.00,0.00,0.00,0.59,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
132,0,4.369,0.98,1,-0.070,0.248,0.048,0.141,0.020,0.14,0.00,1.41,0.02,1.99,1.14,0.00,1.49,2.11,0.90,0.04,0.89,0.46,0.96,0.00,0.00,0.61,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
133,0,4.402,0.98,1,-0.044,0.231,0.042,0.151,0.017,0.18,0.00,1.65,0.07,1.57,1.13,0.00,1.39,1.78,1.14,0.14,0.92,0.54,0.85,0.00,0.00,0.62,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
134,0,4.435,0.98,1,-0.057,0.230,0.026,0.154,0.017,0.31,0.00,2.02,0.16,0.89,0.95,0.00,1.08,1.07,1.23,0.34,0.82,0.43,0.67,0.00,0.00,0.63,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
135,0,4.469,0.98,1,-0.076,0.234,0.016,0.156,0.014,0.55,0.03,2.32,0.16,0.31,0.77,0.00,0.66,0.43,1.16,0.56,0.82,0.52,0.64,0.00,0.00,0.63,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
136,0,4.502,0.98,1,-0.062,0.197,-0.001,0.161,0.007,0.64,0.13,2.53,0.20,0.00,0.49,0.00,0.26,0.03,0.94,0.70,0.81,0.53,0.64,0.00,0.00,0.66,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
137,0,4.535,0.98,1,-0.064,0.174,-0.011,0.167,0.004,0.69,0.24,2.65,0.21,0.00,0.44,0.00,0.02,0.00,0.80,0.79,0.87,0.69,0.76,0.00,0.04,0.68,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
138,0,4.569,0.98,1,-0.071,0.197,-0.013,0.165,0.003,0.69,0.35,2.75,0.30,0.00,0.47,0.00,0.00,0.00,0.79,0.78,0.93,0.63,0.81,0.00,0.09,0.70,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
139,0,4.602,0.98,1,-0.073,0.169,-0.016,0.174,0.002,0.88,0.43,2.76,0.34,0.00,0.50,0.00,0.00,0.00,0.77,0.77,0.94,0.53,0.88,0.00,0.14,0.68,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
140,0,4.635,0.98,1,-0.084,0.172,-0.023,0.177,0.002,0.92,0.43,2.69,0.52,0.00,0.41,0.00,0.01,0.00,0.78,0.79,1.02,0.50,0.85,0.00,0.11,0.60,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
141,0,4.669,0.98,1,-0.075,0.206,-0.005,0.146,0.017,0.93,0.46,2.58,0.66,0.00,0.30,0.00,0.01,0.00,0.73,0.82,1.00,0.46,0.81,0.00,0.07,0.57,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
142,0,4.702,0.98,1,-0.076,0.180,-0.013,0.163,0.010,0.85,0.50,2.58,0.78,0.00,0.24,0.00,0.01,0.00,0.77,0.82,1.02,0.58,0.75,0.00,0.02,0.54,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
143,0,4.735,0.98,1,-0.079,0.176,-0.017,0.171,0.003,0.94,0.58,2.63,0.70,0.00,0.25,0.00,0.00,0.00,0.87,0.76,0.96,0.63,0.75,0.00,0.01,0.64,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
144,0,4.769,0.98,1,-0.078,0.172,-0.026,0.174,0.002,1.04,0.60,2.64,0.62,0.00,0.19,0.00,0.00,0.00,0.93,0.69,1.01,0.66,0.75,0.00,0.00,0.68,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00
